Somnia,2022-10-20 15:24:36,IND,1505,1505
Somnia,2022-10-20 15:24:36,GEB,119,55
Somnia,2022-10-20 15:24:36,GEL,-197,-149
Somnia,2022-10-20 15:24:36,AEB,-16492,-16668
Somnia,2022-10-20 15:24:36,AEL,-17064,-15520
Somnia,2022-10-20 15:24:36,CURX,0,0
Somnia,2022-10-20 15:24:36,CURY,0,0
Somnia,2022-10-20 15:24:36,INTX,0,0
Somnia,2022-10-20 15:24:36,INTY,0,0
Somnia,2022-10-20 15:24:36,IND,1506,1506
Somnia,2022-10-20 15:24:36,GEB,143,60
Somnia,2022-10-20 15:24:36,GEL,-224,-90
Somnia,2022-10-20 15:24:36,AEB,-16360,-16292
Somnia,2022-10-20 15:24:36,AEL,-17052,-15292
Somnia,2022-10-20 15:24:36,CURX,0,0
Somnia,2022-10-20 15:24:36,CURY,0,0
Somnia,2022-10-20 15:24:36,INTX,0,0
Somnia,2022-10-20 15:24:36,INTY,0,0
Somnia,2022-10-20 15:24:36,IND,1507,1507
Somnia,2022-10-20 15:24:36,GEB,133,70
Somnia,2022-10-20 15:24:36,GEL,-187,-130
Somnia,2022-10-20 15:24:36,AEB,-16584,-16248
Somnia,2022-10-20 15:24:36,AEL,-17132,-15224
Somnia,2022-10-20 15:24:36,CURX,0,0
Somnia,2022-10-20 15:24:36,CURY,0,0
Somnia,2022-10-20 15:24:36,INTX,0,0
Somnia,2022-10-20 15:24:36,INTY,0,0
Somnia,2022-10-20 15:24:36,IND,1508,1508
Somnia,2022-10-20 15:24:36,GEB,148,48
Somnia,2022-10-20 15:24:36,GEL,-192,-99
Somnia,2022-10-20 15:24:36,AEB,-16384,-16448
Somnia,2022-10-20 15:24:36,AEL,-17040,-15500
Somnia,2022-10-20 15:24:36,CURX,0,0
Somnia,2022-10-20 15:24:36,CURY,0,0
Somnia,2022-10-20 15:24:36,INTX,0,0
Somnia,2022-10-20 15:24:36,INTY,0,0
Somnia,2022-10-20 15:24:36,IND,1509,1509
Somnia,2022-10-20 15:24:36,GEB,133,61
Somnia,2022-10-20 15:24:36,GEL,-204,-110
Somnia,2022-10-20 15:24:36,AEB,-16260,-16328
Somnia,2022-10-20 15:24:36,AEL,-17028,-15444
Somnia,2022-10-20 15:24:36,CURX,0,0
Somnia,2022-10-20 15:24:36,CURY,0,0
Somnia,2022-10-20 15:24:36,INTX,0,0
Somnia,2022-10-20 15:24:36,INTY,0,0
Somnia,2022-10-20 15:24:36,IND,1510,1510
Somnia,2022-10-20 15:24:36,GEB,149,52
Somnia,2022-10-20 15:24:36,GEL,-205,-116
Somnia,2022-10-20 15:24:36,AEB,-16432,-16308
Somnia,2022-10-20 15:24:36,AEL,-17092,-15400
Somnia,2022-10-20 15:24:36,CURX,0,0
Somnia,2022-10-20 15:24:36,CURY,0,0
Somnia,2022-10-20 15:24:36,INTX,0,0
Somnia,2022-10-20 15:24:36,INTY,0,0
Somnia,2022-10-20 15:24:36,IND,1511,1511
Somnia,2022-10-20 15:24:36,GEB,147,85
Somnia,2022-10-20 15:24:36,GEL,-211,-112
Somnia,2022-10-20 15:24:36,AEB,-16448,-16360
Somnia,2022-10-20 15:24:36,AEL,-17028,-15448
Somnia,2022-10-20 15:24:36,CURX,0,0
Somnia,2022-10-20 15:24:36,CURY,0,0
Somnia,2022-10-20 15:24:36,INTX,0,0
Somnia,2022-10-20 15:24:36,INTY,0,0
Somnia,2022-10-20 15:24:36,IND,1512,1512
Somnia,2022-10-20 15:24:36,GEB,138,52
Somnia,2022-10-20 15:24:36,GEL,-189,-122
Somnia,2022-10-20 15:24:36,AEB,-16312,-16444
Somnia,2022-10-20 15:24:36,AEL,-17048,-15420
Somnia,2022-10-20 15:24:36,CURX,0,0
Somnia,2022-10-20 15:24:36,CURY,0,0
Somnia,2022-10-20 15:24:36,INTX,0,0
Somnia,2022-10-20 15:24:36,INTY,0,0
Somnia,2022-10-20 15:24:36,IND,1513,1513
Somnia,2022-10-20 15:24:36,GEB,146,67
Somnia,2022-10-20 15:24:36,GEL,-201,-94
Somnia,2022-10-20 15:24:36,AEB,-16484,-16268
Somnia,2022-10-20 15:24:36,AEL,-17120,-15284
Somnia,2022-10-20 15:24:36,CURX,0,0
Somnia,2022-10-20 15:24:36,CURY,0,0
Somnia,2022-10-20 15:24:36,INTX,0,0
Somnia,2022-10-20 15:24:36,INTY,0,0
Somnia,2022-10-20 15:24:36,IND,1514,1514
Somnia,2022-10-20 15:24:36,GEB,114,61
Somnia,2022-10-20 15:24:36,GEL,-206,-105
Somnia,2022-10-20 15:24:36,AEB,-16436,-16452
Somnia,2022-10-20 15:24:36,AEL,-17060,-15532
Somnia,2022-10-20 15:24:36,CURX,0,0
Somnia,2022-10-20 15:24:36,CURY,1,0
Somnia,2022-10-20 15:24:36,INTX,0,0
Somnia,2022-10-20 15:24:36,INTY,0,0
Somnia,2022-10-20 15:24:36,IND,1515,1515
Somnia,2022-10-20 15:24:36,GEB,145,77
Somnia,2022-10-20 15:24:36,GEL,-209,-125
Somnia,2022-10-20 15:24:36,AEB,-16388,-16464
Somnia,2022-10-20 15:24:36,AEL,-17096,-15548
Somnia,2022-10-20 15:24:36,CURX,0,0
Somnia,2022-10-20 15:24:36,CURY,0,0
Somnia,2022-10-20 15:24:36,INTX,0,0
Somnia,2022-10-20 15:24:36,INTY,0,0
Somnia,2022-10-20 15:24:36,IND,1516,1516
Somnia,2022-10-20 15:24:36,GEB,131,53
Somnia,2022-10-20 15:24:36,GEL,-201,-106
Somnia,2022-10-20 15:24:36,AEB,-16456,-16276
Somnia,2022-10-20 15:24:36,AEL,-16952,-15500
Somnia,2022-10-20 15:24:36,CURX,0,0
Somnia,2022-10-20 15:24:36,CURY,0,0
Somnia,2022-10-20 15:24:36,INTX,0,0
Somnia,2022-10-20 15:24:36,INTY,0,0
Somnia,2022-10-20 15:24:36,IND,1517,1517
Somnia,2022-10-20 15:24:36,GEB,141,77
Somnia,2022-10-20 15:24:36,GEL,-186,-126
Somnia,2022-10-20 15:24:36,AEB,-16336,-16328
Somnia,2022-10-20 15:24:36,AEL,-17016,-15388
Somnia,2022-10-20 15:24:36,CURX,0,0
Somnia,2022-10-20 15:24:36,CURY,0,0
Somnia,2022-10-20 15:24:36,INTX,0,0
Somnia,2022-10-20 15:24:36,INTY,0,0
Somnia,2022-10-20 15:24:36,IND,1518,1518
Somnia,2022-10-20 15:24:36,GEB,158,52
Somnia,2022-10-20 15:24:36,GEL,-232,-143
Somnia,2022-10-20 15:24:36,AEB,-16444,-16376
Somnia,2022-10-20 15:24:36,AEL,-17008,-15432
Somnia,2022-10-20 15:24:36,CURX,0,0
Somnia,2022-10-20 15:24:36,CURY,0,0
Somnia,2022-10-20 15:24:36,INTX,0,0
Somnia,2022-10-20 15:24:36,INTY,0,0
Somnia,2022-10-20 15:24:36,IND,1519,1519
Somnia,2022-10-20 15:24:36,GEB,154,62
Somnia,2022-10-20 15:24:36,GEL,-204,-108
Somnia,2022-10-20 15:24:36,AEB,-16520,-16400
Somnia,2022-10-20 15:24:36,AEL,-16976,-15460
Somnia,2022-10-20 15:24:36,CURX,0,0
